#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  36
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654 -107.243166856  -52.748738849   18.256917553
   -2.967059728   -3.141592654 -114.990475210  -35.505363031   20.351485592
   -2.792526803   -3.141592654 -119.550375099  -16.984334952   21.579052110
   -2.617993878   -3.141592654 -121.075841292   -1.307848913   22.070512204
   -2.443460953   -3.141592654 -120.334514464    8.714629026   22.170245712
   -2.268928028   -3.141592654 -118.388456879   12.633213051   22.346461834
   -2.094395102   -3.141592654 -116.179209897   12.155101217   23.055725442
   -1.919862177   -3.141592654 -114.226389189   10.215116363   24.605782337
   -1.745329252   -3.141592654 -112.519949481    9.747716317   27.044376708
   -1.570796327   -3.141592654 -110.609272201   12.768695427   30.097358282
   -1.396263402   -3.141592654 -107.811181145   19.868421265   33.204813936
   -1.221730476   -3.141592654 -103.474342078   30.087210312   35.653045858
   -1.047197551   -3.141592654  -97.240332945   41.152039305   36.770147584
   -0.872664626   -3.141592654  -89.219054865   50.051625988   36.092106334
   -0.698131701   -3.141592654  -80.039840500   54.011739330   33.444751426
   -0.523598776   -3.141592654  -70.743023182   51.204712991   28.932175771
   -0.349065850   -3.141592654  -62.572572777   41.141192053   22.873004768
   -0.174532925   -3.141592654  -56.746081614   24.554151560   15.754378142
    0.000000000   -3.141592654  -54.248690553    3.437429705    8.184115601
    0.174532925   -3.141592654  -55.607986741  -19.005498868    0.817464030
    0.349065850   -3.141592654  -60.684781193  -38.352509421   -5.709546040
    0.523598776   -3.141592654  -68.510185662  -49.683768414  -10.855524547
    0.698131701   -3.141592654  -77.313999738  -49.117401015  -14.240032306
    0.872664626   -3.141592654  -84.874769920  -35.577139509  -15.701674199
    1.047197551   -3.141592654  -89.129035556  -12.055348148  -15.362256569
    1.221730476   -3.141592654  -88.868419487   14.880825601  -13.634423631
    1.396263402   -3.141592654  -84.194929766   37.261048894  -11.104898994
    1.570796327   -3.141592654  -76.509720477   48.557713465   -8.337183910
    1.745329252   -3.141592654  -68.062384710   45.882514335   -5.671315110
    1.919862177   -3.141592654  -61.242103802   30.423810654   -3.163230453
    2.094395102   -3.141592654  -57.935233017    6.520769122   -0.655392375
    2.268928028   -3.141592654  -59.120043942  -20.067124588    2.064626369
    2.443460953   -3.141592654  -64.768094049  -43.786450619    5.127167470
    2.617993878   -3.141592654  -73.982688290  -60.395790862    8.508359034
    2.792526803   -3.141592654  -85.280879352  -67.438066631   12.030667195
    2.967059728   -3.141592654  -96.921624312  -64.419663007   15.393522241

   -3.141592654   -2.792526803  -99.343499264  -48.504215797   26.636924045
   -2.967059728   -2.792526803 -106.528544827  -33.319843153   28.436654311
   -2.792526803   -2.792526803 -110.876735494  -16.676813317   29.148090369
   -2.617993878   -2.792526803 -112.470697922   -2.271772333   29.068511359
   -2.443460953   -2.792526803 -111.943446762    7.385620702   28.674171111
   -2.268928028   -2.792526803 -110.189043006   11.920947364   28.492194460
   -2.094395102   -2.792526803 -107.987254904   12.895512666   28.946879637
   -1.919862177   -2.792526803 -105.740162344   12.891383652   30.235013945
   -1.745329252   -2.792526803 -103.398107342   14.295654163   32.255172591
   -1.570796327   -2.792526803 -100.578628322   18.464443830   34.592893094
   -1.396263402   -2.792526803  -96.780603328   25.374635211   36.593564492
   -1.221730476   -2.792526803  -91.622076293   33.726015250   37.510081171
   -1.047197551   -2.792526803  -85.034816917   41.344577174   36.709392856
   -0.872664626   -2.792526803  -77.362191116   45.763311277   33.845818991
   -0.698131701   -2.792526803  -69.346785581   45.008915633   28.945939678
   -0.523598776   -2.792526803  -61.995614219   38.082817934   22.378531110
   -0.349065850   -2.792526803  -56.384939129   25.199458725   14.747879494
   -0.174532925   -2.792526803  -53.460995672    7.565331039    6.783460129
    0.000000000   -2.792526803  -53.879682841  -12.667642437   -0.755918700
    0.174532925   -2.792526803  -57.841925111  -32.459234747   -7.188580139
    0.349065850   -2.792526803  -64.938134551  -47.868478535  -11.986126095
    0.523598776   -2.792526803  -74.031613760  -54.651591505  -14.849682983
    0.698131701   -2.792526803  -83.309716435  -49.652316331  -15.753479514
    0.872664626   -2.792526803  -90.631354718  -32.464067056  -14.940857651
    1.047197551   -2.792526803  -94.115402576   -6.563354793  -12.887847522
    1.221730476   -2.792526803  -92.793605066   21.338473504  -10.192039826
    1.396263402   -2.792526803  -86.996653744   43.538301187   -7.388557964
    1.570796327   -2.792526803  -78.276179373   54.123927950   -4.776286385
    1.745329252   -2.792526803  -68.914151373   50.871779262   -2.332312994
    1.919862177   -2.792526803  -61.233241889   35.409181826    0.207890275
