#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  36
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  18
#! SET periodic_psi true
   -3.141592654   -3.141592654   17.467245552  -53.093967949   17.046259283
   -2.967059728   -3.141592654    9.658147913  -35.782711314   19.200018718
   -2.792526803   -3.141592654    5.081360689  -16.850865708   20.548126398
   -2.617993878   -3.141592654    3.619298501   -0.723121030   21.176924454
   -2.443460953   -3.141592654    4.485743329    9.521260204   21.403909453
   -2.268928028   -3.141592654    6.568484717   13.350288293   21.690539345
   -2.094395102   -3.141592654    8.878417306   12.581199359   22.490282962
   -1.919862177   -3.141592654   10.875380407   10.308085985   24.090084278
   -1.745329252   -3.141592654   12.571090070    9.550173139   26.493049942
   -1.570796327   -3.141592654   14.422204453   12.290644141   29.370476830
   -1.396263402   -3.141592654   17.106910714   19.043224635   32.127283656
   -1.221730476   -3.141592654   21.259087754   28.784009651   34.060341583
   -1.047197551   -3.141592654   27.213189466   39.237591917   34.569779358
   -0.872664626   -3.141592654   34.840707563   47.462110015   33.316729133
   -0.698131701   -3.141592654   43.513336832   50.838646834   30.280438070
   -0.523598776   -3.141592654   52.227263727   47.788481527   25.703236076
   -0.349065850   -3.141592654   59.821740595   38.086836556   19.978766833
   -0.174532925   -3.141592654   65.198191882   22.579956407   13.568447567
    0.000000000   -3.141592654   67.486387789    3.085237386    6.944993773
    0.174532925   -3.141592654   66.217303803  -17.638037031    0.550902925
    0.349065850   -3.141592654   61.500852612  -35.686152622   -5.205874561
    0.523598776   -3.141592654   54.200853458  -46.446582258   -9.953519475
    0.698131701   -3.141592654   45.958013521  -46.014152701  -13.366804340
    0.872664626   -3.141592654   38.891839594  -33.053076814  -15.210255151
    1.047197551   -3.141592654   35.012090004  -10.293411029  -15.433407700
    1.221730476   -3.141592654   35.507904158   15.818329631  -14.245719217
    1.396263402   -3.141592654   40.270937587   37.364984248  -12.074691562
    1.570796327   -3.141592654   47.908026258   47.950053605   -9.420130307
    1.745329252   -3.141592654   56.210970107   44.925018383   -6.661928591
    1.919862177   -3.141592654   62.873008712   29.666867696   -3.964500713
    2.094395102   -3.141592654   66.102505131    6.452329263   -1.292350991
    2.268928028   -3.141592654   64.978527808  -19.309277485    1.481467683
    2.443460953   -3.141592654   59.514542964  -42.512340065    4.464350651
    2.617993878   -3.141592654   50.525668676  -59.165977406    7.670471349
    2.792526803   -3.141592654   39.399782265  -66.738285783   10.997822346
    2.967059728   -3.141592654   27.821971927  -64.377170975   14.221743610

   -3.141592654   -2.792526803   25.004980202  -48.659567639   24.999977687
   -2.967059728   -2.792526803   17.799192535  -33.330836280   26.929607828
   -2.792526803   -2.792526803   13.481860154  -16.273455353   27.790216317
   -2.617993878   -2.792526803   11.996000713   -1.445372847   27.832490991
   -2.443460953   -2.792526803   12.688651768    8.417108789   27.520391289
   -2.268928028   -2.792526803   14.618684641   12.859739001   27.391687550
   -2.094395102   -2.792526803   16.957505103   13.503717971   27.875910771
   -1.919862177   -2.792526803   19.269742106   13.019691682   29.147200168
   -1.745329252   -2.792526803   21.583972043   13.842607473   31.057921503
   -1.570796327   -2.792526803   24.265647976   17.334551609   33.150285979
   -1.396263402   -2.792526803   27.801652846   23.509713686   34.764063568
   -1.221730476   -2.792526803   32.570863251   31.155167572   35.203283340
   -1.047197551   -2.792526803   38.657332613   38.221571162   33.941728002
   -0.872664626   -2.792526803   45.755474081   42.368811802   30.768548397
   -0.698131701   -2.792526803   53.181794585   41.737187976   25.836828971
   -0.523598776   -2.792526803   60.007551808   35.434413697   19.592620993
   -0.349065850   -2.792526803   65.249583514   23.723860140   12.634934546
   -0.174532925   -2.792526803   68.050520588    7.694230937    5.591148254
    0.000000000   -2.792526803   67.803123961  -10.846170662   -0.963876949
    0.174532925   -2.792526803   64.280308212  -29.340151431   -6.564358220
    0.349065850   -2.792526803   57.784478120  -44.249095038  -10.863532012
    0.523598776   -2.792526803   49.300473656  -51.405369920  -13.649660856
    0.698131701   -2.792526803   40.509389928  -47.365148866  -14.862243333
    0.872664626   -2.792526803   33.490669419  -31.254781471  -14.605924242
    1.047197551   -2.792526803   30.138399485   -6.201330220  -13.166391173
    1.221730476   -2.792526803   31.470820120   21.149182659  -10.967529913
    1.396263402   -2.792526803   37.200250470   42.983036159   -8.443314394
    1.570796327   -2.792526803   45.799489513   53.319470753   -5.889233899
    1.745329252   -2.792526803   55.012333828   50.019633790   -3.362033955
    1.919862177   -2.792526803   62.563919205   34.842257117   -0.715054590
    2.094395102   -2.792526803   66.736797535   12.145389573    2.276656949
    2.268928028   -2.792526803   66.672549884  -12.851055411    5.766096921
    2.443460953   -2.792526803   62.400349926  -35.366625223    9.739717350
    2.617993878   -2.792526803   54.692598647  -51.723010044   14.003234289
    2.792526803   -2.792526803   44.848280156  -59.623358835   18.229412191
    2.967059728   -2.792526803   34.433724717  -58.295836449   22.020165937

   -3.141592654   -2.443460953   33.551139466  -44.167583348   22.950285126
   -2.967059728   -2.443460953   26.955397220  -30.833561933   24.506382762
   -2.792526803   -2.443460953   22.915961631  -15.504747765   25.185344330
   -2.617993878   -2.443460953   21.460734361   -1.723902568   25.215659307
   -2.443460953   -2.443460953   22.080062776    8.010207227   24.950371251
   -2.268928028   -2.443460953   23.990863354   13.162353230   24.766010842
   -2.094395102   -2.443460953   26.481764554   14.977017493   24.931795917
   -1.919862177   -2.443460953   29.151009428   15.577335893   25.503448314
   -1.745329252   -2.443460953   31.961214464   16.819088380   26.289067886
   -1.570796327   -2.443460953   35.120050329   19.623344586   26.878778883
   -1.396263402   -2.443460953   38.900899939   23.820021279   26.753666287
   -1.221730476   -2.443460953   43.465738014   28.364119803   25.427563834
   -1.047197551   -2.443460953   48.743721633   31.716097511   22.608411317
   -0.872664626   -2.443460953   54.385040698   32.273718223   18.292590726
   -0.698131701   -2.443460953   59.791644569   28.888919179   12.776207953
   -0.523598776   -2.443460953   64.228028348   21.156577187    6.570332166
   -0.349065850   -2.443460953   66.961027951    9.501824115    0.268885082
   -0.174532925   -2.443460953   67.384973245   -5.105549108   -5.565489229
    0.000000000   -2.443460953   65.105030981  -21.194028163  -10.469958310
    0.174532925   -2.443460953   60.037373175  -36.618681324  -14.133151594
    0.349065850   -2.443460953   52.555043978  -48.262624792  -16.399965426
    0.523598776   -2.443460953   43.644959946  -52.319367164  -17.273944706
    0.698131701   -2.443460953   34.933155151  -45.625897558  -16.900963783
    0.872664626   -2.443460953   28.400210659  -27.540588773  -15.537203118
    1.047197551   -2.443460953   25.808251418   -1.332873492  -13.517626365
    1.221730476   -2.443460953   28.031820779   26.383921968  -11.189728647
    1.396263402   -2.443460953   34.665112103   48.051793226   -8.811701830
    1.570796327   -2.443460953   44.123590624   58.118522089   -6.472994982
    1.745329252   -2.443460953   54.170188546   54.845773218   -4.075420186
    1.919862177   -2.443460953   62.602708123   40.187125911   -1.417636731
    2.094395102   -2.443460953   67.785346595   18.409842050    1.682640690
    2.268928028   -2.443460953   68.904685300   -5.579949447    5.277430758
    2.443460953   -2.443460953   65.972619752  -27.368417187    9.246067285
    2.617993878   -2.443460953   59.684743998  -43.569493075   13.323453895
    2.792526803   -2.443460953   51.225297987  -52.044229630   17.174431931
    2.967059728   -2.443460953   42.032648138  -52.001476065   20.468841967

   -3.141592654   -2.094395102   39.892914495  -40.694628115   13.669048292
   -2.967059728   -2.094395102   33.783226511  -28.730142510   14.616668545
   -2.792526803   -2.094395102   30.004002237  -14.578461279   15.132304528
   -2.617993878   -2.094395102   28.635041290   -1.585974957   15.335302045
   -2.443460953   -2.094395102   29.246410811    7.863110132   15.355967085
   -2.268928028   -2.094395102   31.138980062   13.155995726   15.309575102
   -2.094395102   -2.094395102   33.654565741   15.260471758   15.249617610
   -1.919862177   -2.094395102   36.383851766   15.911619899   15.120214883
   -1.745329252   -2.094395102   39.214023405   16.590377311   14.744814732
   -1.570796327   -2.094395102   42.224002047   18.011318994   13.853745736
   -1.396263402   -2.094395102   45.544084342   20.045511173   12.168146948
   -1.221730476   -2.094395102   49.223422527   21.965279155    9.497652876
   -1.047197551   -2.094395102   53.154086680   22.741860564    5.840393283
   -0.872664626   -2.094395102   57.045900175   21.353510725    1.416813659
   -0.698131701   -2.094395102   60.451822663   17.094097242   -3.367612476
   -0.523598776   -2.094395102   62.844282148    9.749003329   -8.025129894
   -0.349065850   -2.094395102   63.705262134   -0.363722647  -12.108315536
   -0.174532925   -2.094395102   62.605027039  -12.591709687  -15.303043588
    0.000000000   -2.094395102   59.257325131  -25.913172233  -17.462787538
    0.174532925   -2.094395102   53.605806857  -38.623742178  -18.613906173
    0.349065850   -2.094395102   45.982268227  -47.952772278  -18.905253226
    0.523598776   -2.094395102   37.286178561  -50.274746809  -18.546452175
    0.698131701   -2.094395102   29.038059975  -42.444355943  -17.737698447
    0.872664626   -2.094395102   23.119153762  -23.757088103  -16.617773715
    1.047197551   -2.094395102   21.208578007    2.638020798  -15.259965078
    1.221730476   -2.094395102   24.122748030   30.305806175  -13.690132318
    1.396263402   -2.094395102   31.434087515   51.914410240  -11.893654489
    1.570796327   -2.094395102   41.576488686   62.140133564   -9.830760524
    1.745329252   -2.094395102   52.363624347   59.358028686   -7.451094201
    1.919862177   -2.094395102   61.648488832   45.463745009   -4.733062525
    2.094395102   -2.094395102   67.826225384   24.514629723   -1.716613266
    2.268928028   -2.094395102   70.071476693    1.153145038    1.478210024
    2.443460953   -2.094395102   68.341783614  -20.412401218    4.663608842
    2.617993878   -2.094395102   63.251894636  -36.887390574    7.626123203
    2.792526803   -2.094395102   55.900156750  -46.115023327   10.179078297
    2.967059728   -2.094395102   47.650274847  -47.197910876   12.205963500

   -3.141592654   -1.745329252   41.873935811  -39.374259074    4.940379217
   -2.967059728   -1.745329252   35.967642117  -27.700067413    5.388333923
   -2.792526803   -1.745329252   32.351678316  -13.735349405    5.744709328
   -2.617993878   -1.745329252   31.112567755   -0.956366024    5.988143235
   -2.443460953   -1.745329252   31.808072249    8.175038675    6.025685698
   -2.268928028   -1.745329252   33.715785421   12.988249048    5.730956082
   -2.094395102   -1.745329252   36.143389794   14.372797901    4.972847559
   -1.919862177   -1.745329252   38.631039366   13.967523346    3.634152706
   -1.745329252   -1.745329252   41.000580081   13.190383928    1.639582487
   -1.570796327   -1.745329252   43.264735523   12.830977796   -1.010288493
   -1.396263402   -1.745329252   45.517524968   13.017765541   -4.203745285
   -1.221730476   -1.745329252   47.830987912   13.445002955   -7.721151422
   -1.047197551   -1.745329252   50.199399519   13.528875663  -11.265417019
   -0.872664626   -1.745329252   52.503073700   12.564741868  -14.519907231
   -0.698131701   -1.745329252   54.496174921    9.871638472  -17.199114957
   -0.523598776   -1.745329252   55.830351397    4.956111355  -19.086360442
   -0.349065850   -1.745329252   56.096435413   -2.370384596  -20.063105778
   -0.174532925   -1.745329252   54.878132631  -12.007393479  -20.139409625
    0.000000000   -1.745329252   51.812453384  -23.405695878  -19.473349774
    0.174532925   -1.745329252   46.698952148  -35.126016906  -18.366776999
    0.349065850   -1.745329252   39.701892478  -44.411204619  -17.190510205
    0.523598776   -1.745329252   31.574673283  -47.379135701  -16.264175619
    0.698131701   -1.745329252   23.753903916  -40.443220222  -15.731627429
    0.872664626   -1.745329252   18.117550295  -22.454729808  -15.501980835
    1.047197551   -1.745329252   16.408379372    3.732405552  -15.302546580
    1.221730476   -1.745329252   19.537744651   31.756506057  -14.809412114
    1.396263402   -1.745329252   27.167299346   54.154260147  -13.770115931
    1.570796327   -1.745329252   37.786203461   65.360056311  -12.089004408
    1.745329252   -1.745329252   49.218492286   63.489325669   -9.834200690
    1.919862177   -1.745329252   59.285554271   50.226001495   -7.203441851
    2.094395102   -1.745329252   66.321517431   29.505394820   -4.457640805
    2.268928028   -1.745329252   69.426845418    5.941416938   -1.856989060
    2.443460953   -1.745329252   68.487948308  -16.196544190    0.391894072
    2.617993878   -1.745329252   64.065652697  -33.480567078    2.170735366
    2.792526803   -1.745329252   57.233026340  -43.570126780    3.461709168
    2.967059728   -1.745329252   49.361883537  -45.388356319    4.343179400

   -3.141592654   -1.396263402   40.993013472  -39.432002644    0.706086203
   -2.967059728   -1.396263402   35.098333339  -27.507478747    0.582976117
   -2.792526803   -1.396263402   31.534167783  -13.381902124    0.468044431
   -2.617993878   -1.396263402   30.345994739   -0.806669188    0.309389838
   -2.443460953   -1.396263402   31.013713036    7.619568798   -0.048495821
